 DATE , SALES , COST_OF_SALES , QUANTITY_SOLD , DAILY_SALES_PRICE_PER_UNIT , DAILY_GROSS_PROFIT_PERCENT , DAILY_GROSS_PROFIT_PER_UNIT_PERCENT , AVG_UNIT_SALES_PRICE , PROMOTION , PRICE_ELASTICITY , PERFORMANCE_PERIOD , AVG_UNIT_PRICE , AVG_QTY_SOLD , AVG_GROSS_PROFIT_PCT , PERFORMANCE_FLAG 
"R41,690.00","R78,940.55","R75,934.39","R2,310.00",R34.17,R3.81,R3.81,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,055.00","R293,071.76","R310,240.38","R7,770.00",R37.72,-R5.86,-R5.86,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,420.00","R325,215.08","R345,446.00","R9,260.00",R35.12,-R6.22,-R6.22,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,718.00","R180,394.83","R172,344.30","R5,149.00",R35.03,R4.46,R4.46,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,083.00","R96,881.02","R96,453.29","R2,353.00",R41.17,R0.44,R0.44,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,449.00","R54,845.79","R51,625.51","R1,304.00",R42.06,R5.87,R5.87,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,749.00","R114,279.58","R117,190.83","R3,429.00",R33.33,-R2.55,-R2.55,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,114.00","R57,233.41","R55,706.88","R1,365.00",R41.93,R2.67,R2.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,480.00","R166,395.45","R179,020.54","R4,838.00",R34.39,-R7.59,-R7.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,779.00","R178,123.53","R187,748.17","R5,550.00",R32.09,-R5.40,-R5.40,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,144.00","R166,176.28","R178,568.18","R4,394.00",R37.82,-R7.46,-R7.46,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,510.00","R96,830.90","R83,926.00","R2,302.00",R42.06,R13.33,R13.33,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,810.00","R203,165.08","R205,350.64","R6,119.00",R33.20,-R1.08,-R1.08,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,175.00","R169,304.28","R162,287.91","R4,027.00",R42.04,R4.14,R4.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,541.00","R143,809.72","R148,953.91","R4,097.00",R35.10,-R3.58,-R3.58,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,840.00","R85,078.24","R83,020.51","R2,428.00",R35.04,R2.42,R2.42,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,205.00","R69,926.65","R71,362.52","R1,787.00",R39.13,-R2.05,-R2.05,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,571.00","R42,723.52","R36,607.39","R1,016.00",R42.05,R14.32,R14.32,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,871.00","R171,587.33","R174,723.18","R5,151.00",R33.31,-R1.83,-R1.83,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,236.00","R24,754.96","R25,407.17",R643.00,R38.50,-R2.63,-R2.63,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,602.00","R249,981.25","R262,145.18","R7,220.00",R34.62,-R4.87,-R4.87,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,902.00","R153,569.06","R151,376.14","R4,383.00",R35.04,R1.43,R1.43,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,267.00","R41,855.93","R39,629.45","R1,078.00",R38.83,R5.32,R5.32,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,633.00","R37,923.77","R34,031.15",R940.00,R40.34,R10.26,R10.26,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,660.00","R89,922.01","R88,388.92","R2,638.00",R34.09,R1.70,R1.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,025.00","R62,795.98","R64,144.09","R1,525.00",R41.18,-R2.15,-R2.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,390.00","R67,046.27","R61,894.26","R1,628.00",R41.18,R7.68,R7.68,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,933.00","R103,395.69","R100,424.16","R2,815.00",R36.73,R2.87,R2.87,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,298.00","R53,678.18","R51,999.86","R1,361.00",R39.44,R3.13,R3.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,664.00","R96,020.55","R86,810.28","R2,249.00",R42.69,R9.59,R9.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,964.00","R53,973.92","R47,192.50","R1,281.00",R42.13,R12.56,R12.56,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,329.00","R309,518.07","R338,720.02","R8,811.00",R35.13,-R9.43,-R9.43,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,994.00","R173,833.40","R190,644.50","R4,541.00",R38.28,-R9.67,-R9.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,359.00","R289,243.38","R312,784.97","R8,196.00",R35.29,-R8.14,-R8.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,691.00","R317,916.32","R322,089.79","R9,802.00",R32.43,-R1.31,-R1.31,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,056.00","R267,782.15","R283,430.34","R7,102.00",R37.71,-R5.84,-R5.84,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,421.00","R96,957.30","R86,455.49","R2,308.00",R42.01,R10.83,R10.83,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,719.00","R200,939.69","R192,019.14","R5,735.00",R35.04,R4.44,R4.44,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,084.00","R121,360.89","R120,829.29","R2,947.00",R41.18,R0.44,R0.44,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,450.00","R48,037.80","R45,187.64","R1,143.00",R42.03,R5.93,R5.93,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,750.00","R161,170.82","R165,415.08","R4,834.00",R33.34,-R2.63,-R2.63,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,115.00","R56,874.35","R55,172.17","R1,353.00",R42.04,R2.99,R2.99,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,481.00","R167,796.35","R182,485.10","R4,914.00",R34.15,-R8.75,-R8.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,780.00","R194,878.80","R204,460.67","R6,070.00",R32.11,-R4.92,-R4.92,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,145.00","R84,604.38","R81,763.27","R2,012.00",R42.05,R3.36,R3.36,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,511.00","R99,380.39","R86,179.51","R2,363.00",R42.06,R13.28,R13.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,811.00","R203,345.24","R206,918.91","R6,161.00",R33.01,-R1.76,-R1.76,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,176.00","R89,512.24","R85,781.81","R2,128.00",R42.06,R4.17,R4.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,542.00","R123,252.15","R127,533.01","R3,509.00",R35.12,-R3.47,-R3.47,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,841.00","R86,738.07","R84,643.27","R2,475.00",R35.05,R2.42,R2.42,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,206.00","R71,973.04","R73,851.79","R1,846.00",R38.99,-R2.61,-R2.61,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,572.00","R35,169.92","R30,133.32",R836.00,R42.07,R14.32,R14.32,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,872.00","R164,208.06","R167,239.65","R4,928.00",R33.32,-R1.85,-R1.85,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,237.00","R76,691.28","R78,691.96","R2,006.00",R38.23,-R2.61,-R2.61,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,603.00","R136,480.25","R143,734.23","R3,958.00",R34.48,-R5.32,-R5.32,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,903.00","R75,633.32","R74,546.67","R2,159.00",R35.03,R1.44,R1.44,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,268.00","R44,303.47","R41,485.46","R1,124.00",R39.42,R6.36,R6.36,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,634.00","R50,084.81","R44,832.21","R1,241.00",R40.36,R10.49,R10.49,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,661.00","R57,806.30","R57,157.28","R1,704.00",R33.92,R1.12,R1.12,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,026.00","R66,550.99","R67,952.15","R1,616.00",R41.18,-R2.11,-R2.11,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,391.00","R266,949.24","R294,322.93","R7,806.00",R34.20,-R10.25,-R10.25,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,934.00","R99,075.60","R96,511.72","R2,701.00",R36.68,R2.59,R2.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,299.00","R55,930.17","R54,177.69","R1,419.00",R39.42,R3.13,R3.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,665.00","R105,662.59","R95,930.02","R2,472.00",R42.74,R9.21,R9.21,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,965.00","R47,497.98","R41,179.09","R1,122.00",R42.33,R13.30,R13.30,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,330.00","R152,504.63","R167,600.65","R4,345.00",R35.10,-R9.90,-R9.90,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,995.00","R204,565.08","R210,188.91","R5,014.00",R40.80,-R2.75,-R2.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,360.00","R313,125.33","R338,299.62","R8,863.00",R35.33,-R8.04,-R8.04,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,692.00","R309,217.88","R320,116.92","R9,772.00",R31.64,-R3.52,-R3.52,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,057.00","R136,052.69","R144,020.12","R3,608.00",R37.71,-R5.86,-R5.86,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,422.00","R85,224.48","R75,960.72","R2,028.00",R42.02,R10.87,R10.87,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,720.00","R172,953.92","R165,201.31","R4,936.00",R35.04,R4.48,R4.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,085.00","R66,954.37","R66,756.38","R1,626.00",R41.18,R0.30,R0.30,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,451.00","R65,905.72","R62,023.88","R1,573.00",R41.90,R5.89,R5.89,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,751.00","R182,483.15","R187,344.74","R5,475.00",R33.33,-R2.66,-R2.66,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,116.00","R132,737.74","R140,263.93","R3,439.00",R38.60,-R5.67,-R5.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,482.00","R351,146.02","R380,098.16","R10,269.00",R34.19,-R8.25,-R8.25,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,781.00","R115,475.10","R115,011.32","R3,421.00",R33.75,R0.40,R0.40,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,146.00","R321,821.02","R346,487.52","R8,526.00",R37.75,-R7.66,-R7.66,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,512.00","R61,656.18","R53,463.73","R1,466.00",R42.06,R13.29,R13.29,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,812.00","R134,944.49","R135,372.53","R4,015.00",R33.61,-R0.32,-R0.32,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,177.00","R85,984.08","R82,427.23","R2,046.00",R42.03,R4.14,R4.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,543.00","R40,067.15","R34,559.08",R953.00,R42.04,R13.75,R13.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,842.00","R56,673.62","R55,278.71","R1,618.00",R35.03,R2.46,R2.46,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,207.00","R44,304.90","R45,468.84","R1,142.00",R38.80,-R2.63,-R2.63,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,573.00","R61,148.21","R52,384.45","R1,454.00",R42.06,R14.33,R14.33,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,873.00","R376,778.84","R384,006.05","R11,309.00",R33.32,-R1.92,-R1.92,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,238.00","R102,231.21","R104,713.01","R2,677.00",R38.19,-R2.43,-R2.43,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,604.00","R127,369.80","R133,350.16","R3,672.00",R34.69,-R4.70,-R4.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,904.00","R90,815.93","R89,653.64","R2,592.00",R35.04,R1.28,R1.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,269.00","R46,599.30","R43,806.73","R1,182.00",R39.42,R5.99,R5.99,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,635.00","R41,885.83","R37,565.48","R1,039.00",R40.31,R10.31,R10.31,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,662.00","R63,977.75","R62,863.99","R1,872.00",R34.18,R1.74,R1.74,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,027.00","R154,670.89","R158,031.79","R3,757.00",R41.17,-R2.17,-R2.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,392.00","R315,272.22","R346,093.07","R9,210.00",R34.23,-R9.78,-R9.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,935.00","R97,476.14","R94,763.84","R2,651.00",R36.77,R2.78,R2.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,300.00","R185,771.00","R192,527.01","R5,042.00",R36.84,-R3.64,-R3.64,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,666.00","R54,738.48","R49,990.52","R1,280.00",R42.76,R8.67,R8.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,966.00","R31,219.95","R26,893.30",R737.00,R42.36,R13.86,R13.86,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,331.00","R79,711.58","R74,375.79","R1,937.00",R41.15,R6.69,R6.69,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,996.00","R316,394.73","R326,627.14","R7,778.00",R40.68,-R3.23,-R3.23,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,361.00","R268,330.39","R249,584.22","R6,534.00",R41.07,R6.99,R6.99,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,693.00","R138,491.55","R140,752.60","R4,270.00",R32.43,-R1.63,-R1.63,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,058.00","R86,703.31","R85,730.97","R2,150.00",R40.33,R1.12,R1.12,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,423.00","R54,612.88","R49,071.80","R1,301.00",R41.98,R10.15,R10.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,721.00","R70,194.80","R67,061.62","R2,003.00",R35.04,R4.46,R4.46,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,086.00","R81,342.15","R81,132.01","R1,976.00",R41.17,R0.26,R0.26,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,452.00","R84,870.05","R81,472.83","R2,065.00",R41.10,R4.00,R4.00,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,752.00","R109,358.41","R106,849.90","R3,121.00",R35.04,R2.29,R2.29,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,117.00","R60,310.34","R58,446.05","R1,434.00",R42.06,R3.09,R3.09,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,483.00","R420,738.82","R455,415.35","R12,317.00",R34.16,-R8.24,-R8.24,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,782.00","R430,521.02","R449,274.19","R13,384.00",R32.17,-R4.36,-R4.36,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,147.00","R418,715.41","R450,936.28","R11,096.00",R37.74,-R7.70,-R7.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,513.00","R69,163.56","R59,948.44","R1,644.00",R42.07,R13.32,R13.32,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,813.00","R138,298.21","R139,206.03","R4,133.00",R33.46,-R0.66,-R0.66,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,178.00","R64,956.46","R62,169.78","R1,546.00",R42.02,R4.29,R4.29,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,544.00","R143,752.74","R155,659.53","R4,305.00",R33.39,-R8.28,-R8.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,843.00","R165,742.17","R173,725.36","R5,106.00",R32.46,-R4.82,-R4.82,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,208.00","R66,799.72","R69,323.65","R1,734.00",R38.52,-R3.78,-R3.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,574.00","R77,171.70","R66,113.83","R1,835.00",R42.06,R14.33,R14.33,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,874.00","R453,633.47","R463,250.07","R13,613.00",R33.32,-R2.12,-R2.12,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,239.00","R56,974.87","R57,548.99","R1,467.00",R38.84,-R1.01,-R1.01,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,605.00","R43,537.73","R37,649.39","R1,035.00",R42.07,R13.52,R13.52,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,905.00","R110,118.16","R108,880.41","R3,143.00",R35.04,R1.12,R1.12,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,270.00","R125,182.76","R138,583.84","R3,725.00",R33.61,-R10.71,-R10.71,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,636.00","R147,503.57","R131,964.52","R3,657.00",R40.33,R10.53,R10.53,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,663.00","R116,958.80","R114,823.80","R3,423.00",R34.17,R1.83,R1.83,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,028.00","R158,722.11","R162,082.42","R3,855.00",R41.17,-R2.12,-R2.12,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,393.00","R149,138.92","R163,505.71","R4,351.00",R34.28,-R9.63,-R9.63,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,936.00","R248,974.65","R241,961.14","R6,781.00",R36.72,R2.82,R2.82,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,301.00","R253,116.91","R262,409.57","R6,872.00",R36.83,-R3.67,-R3.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,667.00","R40,131.57","R36,347.70",R940.00,R42.69,R9.43,R9.43,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,967.00","R26,870.32","R23,516.04",R641.00,R41.92,R12.48,R12.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,332.00","R111,021.38","R121,456.52","R3,160.00",R35.13,-R9.40,-R9.40,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,997.00","R486,230.32","R495,909.09","R11,809.00",R41.17,-R1.99,-R1.99,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,362.00","R392,228.14","R364,396.19","R9,540.00",R41.11,R7.10,R7.10,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,694.00","R133,146.22","R134,505.40","R4,106.00",R32.43,-R1.02,-R1.02,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,059.00","R95,474.36","R100,867.52","R2,530.00",R37.74,-R5.65,-R5.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,424.00","R81,530.61","R81,738.06","R2,213.00",R36.84,-R0.25,-R0.25,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,722.00","R81,378.21","R77,703.65","R2,323.00",R35.03,R4.52,R4.52,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,087.00","R125,060.71","R136,375.15","R3,312.00",R37.76,-R9.05,-R9.05,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,453.00","R262,459.51","R259,298.46","R6,588.00",R39.84,R1.20,R1.20,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,753.00","R98,430.11","R96,197.48","R2,809.00",R35.04,R2.27,R2.27,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
